234,2,не очень взволнован,not very excited,"l202,l401,a2074"
235,2,привлекательные девушки,attractive girls,"a2082,n1403.0"
236,2,основной план,general plan,"a2083,n1287"
237,2,не совершенный,not perfect,"l202,a2089"
238,2,современное образование,modern education,"a2084,n2176"
239,2,старая ванная комната,old bathroom,"a1014,n2144"
240,2,мне люблю варенье,I love jam,"l101,v1031,n2173"
241,2,основная дорога,main road,"a3136,n2146"
242,2,опасные места,dangerous places,"a2118,n2147.0"
243,2,нет свободы,no freedom,"l201,n2208"
244,2,Следуй за мной сейчас,Follow me now,"v2065,l1101,o1002"
245,2,прокатись на этом,ride it,"v2095,l108"
246,2,я запоминаю новые слова,I memorize new words,"l101,v2133,a1029,n2258.0"
247,2,создавать искусство,to create art,"x01v2118,v2118,n2193"
248,2,учи английский,learn English,"v2134,a1173"
249,2,не важно,not important,"l202,a2090"
250,2,страшная авария,horrible accident,"a2094,n2238"
251,2,обычная цена,usual price,"a2088,n2252"
252,2,Вы делаете больно животным!,You hurt animals!,"l107,v2031,n1124.0"
253,2,не очень дорого,not very expensive,"l202,l401,a2114"
254,2,хорошее здоровье,good health,"a1012,n2200"
255,2,Мне нравится есть овощи,I like to eat vegetables,"l101,v1048,x01v1161,v1161,n2122.0"
256,2,нет предупреждения,no warning,"l201,n2283"
257,2,странная пустыня,strange desert,"a1088,n2151"
258,2,Им нужны ответы сейчас,They need answers now,"l106,v1158,n2214.0,o1002"
259,2,Обещай мне,Promise me,"v2052,l1101"
260,2,я защищаю вас,I protect you,"l101,v2057,l107"
261,2,"Спасите меня, пожалуйста!","Save me, please!","v2086,l1101,o1016"
262,2,смущать соседей,to embarrass neighbors,"x01v2092,v2092,n2100.0"
263,2,Я держу питомцев,I keep pets,"l101,v2006,n2110.0"
264,2,профессиональный спортзал,professional gym,"a1067,n2154"
265,2,правильное направление,right direction,"a1053,n2171"
266,2,нет лука,no onion,"l201,n2155"
267,2,жирные сосиски,fat sausages,"a2005,n2156.0"
268,2,нет расписания,no schedule,"l201,n2301"
269,2,ты пахнешь мило,you smell nice,"l102,v2058,a2031"
270,2,я всегда слышу это,I always hear it,"l101,o1001,v2028,l108"
271,2,обсудите это сегодня,discuss it today,"v2044,l108,o1003"
272,2,создавать новые вещи,to create new things,"x01v2118,v2118,a1029,n2007.0"
273,2,Мне нужно спрятаться сейчас,I need to hide now,"l101,v1158,x01v2013,v2013,o1002"
274,2,разные страны,different countries,"a2071,n2143.0"
275,2,у нас есть общие друзья,we have common friends,"l105,v1064,a2092,n1110.0"
276,2,похожие причины,similar reasons,"a2093,n2285.0"
277,2,мы видим страшных монстров,we see horrible monsters,"l105,v1070,a2094,n1092.0"
278,2,"Будь осторожен, партнер!","Be careful, partner!","v1157,a2096,n1102"
279,2,"Дайте мне чистую воду, пожалуйста","Give me clean water, please","v1067,l1101,a1019,n1258,o1016"
280,2,Мне нравится кормить голубей,I like to feed pigeons,"l101,v1048,x01v2008,v2008,n2112.0"
281,2,Соседи ненавидят вас!,Neighbors hate you!,"n2100.0,v2073,l107"
282,2,Заплати мне сейчас!,Pay me now!,"v2077,l1101,o1002"
283,2,мне нужно поймать это,I need to catch it,"l101,v1158,x01v2171,v2171,l108"
284,2,не всегда,not always,"l202,o1001"
285,2,не сейчас,not now,"l202,o1002"
286,2,Расти большим!,Grow big!,"v2143,a1020"
287,2,мы всегда выиграем,we always win,"l105,o1001,v2160"
288,2,никогда не оставайся здесь,never stay here,"o1005,v2147,o1007"
289,2,мне нужно стать богатым,I need to become rich,"l101,v1158,x01v2014,v2014,a1008"
290,2,легко согласиться,easy to agree,"a1043,x01v2066,v2066"
391,3,сильное выражение,strong expression,"a1004,n3140"
392,3,местные сообщества,local communities,"a1134,n3141.0"
393,3,нет связи,no connection,"l201,n3142"
394,3,не прилежный,not diligent,"l202,a3123"
395,3,не сложно поцарапать,not difficult to scratch,"l202,a2079,x01v3094,v3094"
396,3,испорченная колбаса,spoiled sausage,"a3125,n2158"
397,3,у меня пустые карманы,I have empty pockets,"l101,v1064,a3126,n2016.0"
398,3,не одержим,not obsessed,"l202,a3112"
399,3,я проклинаю врагов,I curse enemies,"l101,v3126,n2108.0"
400,3,Никогда не перебивай меня!,Never interrupt me!,"o1005,v3047,l1101"
401,3,они расследуют преступления,they investigate crimes,"l106,v3128,n3229.0"
402,3,никогда не наказывайте детей,never punish children,"o1005,v3110,n1116"
403,3,я чую дым,I smell smoke,"l101,v3130,n2197"
404,3,популярное развлечение,popular entertainment,"a1075,n3143"
405,3,у нас есть гордость,we have pride,"l105,v1064,n3144"
406,3,Я обожаю арбузы!,I adore watermelons!,"l101,v3053,n3106.0"
407,3,государственные поиски,government searches,"n3082,n3146.0"
408,3,нет платежа сегодня,no payment today,"l201,n3147,o1003"
409,3,они угрожают нам,they threaten us,"l106,v3045,l1102"
410,3,мы никогда не запекаем говядину,we never roast beef,"l105,o1005,v3132,n2121"
411,3,у тебя отличные навыки,you have excellent skills,"l102,v1064,a3066,n2223.0"
412,3,"Ты всегда пукаешь, мужик!","You always fart, man!","l102,o1001,v3195,n1120"
413,3,я хочу исчезнуть,I want to disappear,"l101,v1032,x01v3213,v3213"
414,3,не в порядке,not alright,"l202,a3128"
415,3,успешные знаменитости,successful celebrities,"a3090,n3085.0"
416,3,средний палец,middle finger,"a3130,n1065"
417,3,у меня есть другие причины,I have other reasons,"l101,v1064,a3131,n2285.0"
418,3,последнее приключение,last adventure,"a3132,n3181"
419,3,точное значение,exact meaning,"a2097,n3148"
420,3,мне нужны фишки,I need features,"l101,v1158,n3197.0"
421,3,высокое качество,high quality,"a2028,n3150"
422,3,оконные рамки,window frames,"n1056,n3049.0"
423,3,пустынные верблюды,desert camels,"n2151,n3096.0"
424,3,всегда развивай навыки,always develop skills,"o1001,v3166,n2223.0"
425,3,Благослови тебя!,Bless you!,"v3137,l102"
426,3,я лечу пациентов,I treat patients,"l101,v3064,n1086.0"
427,3,прими две пилюли,take two pills,"v3117,a1163,n2029.0"
428,3,никогда не произноси это,never pronounce it,"o1005,v3169,l108"
429,3,противоположное направление,opposite direction,"a3133,n2171"
430,3,окружающие строения,surrounding buildings,"a3134,n1174.0"
431,3,я вижу умирающих с голоду детей,I see starving children,"l101,v1070,a3135,n1116"
432,3,очевидный выбор,obvious choice,"a3060,n2279"
433,3,Беременным женщинам нужна помощь,Pregnant women need help,"a3137,n1111.0,v1158,n1262"
434,3,низкое давление,low pressure,"a2029,n3153"
435,3,острая боль,sharp pain,"a2035,n3154"
436,3,Я хочу вмазать тебе!,I want to punch you!,"l101,v1032,x01v3055,v3055,l102"
437,3,раннее развитие,early development,"a3014,n3139"
438,3,Мы поздравляем вас!,We congratulate you!,"l105,v3024,l107"
439,3,я всегда восхищаюсь вами,I always admire you,"l101,o1001,v3036,l107"
440,3,я хочу увеличить цены,I want to increase prices,"l101,v1032,x01v3140,v3140,n2252.0"
441,3,"ты заслуживаешь уважения, мужик","you deserve respect, man","l102,v3038,n2184,n1120"
442,3,я желаю свободы,I desire freedom,"l101,v3076,n2208"
443,3,тебе нужно выражать чувства,you need to express feelings,"l102,v1158,x01v3142,v3142,n2286.0"
444,3,заразительный смех,contagious laugh,"a3114,n3159"
445,3,соблазн съесть торт,temptation to eat cake,"n3166,x01v1161,v1161,n1144"
446,3,у меня есть сложности с женщинами,I have difficulty with women,"l101,v1064,n3162,o1012,n1111.0"
447,3,тяжелые потери,heavy losses,"a2051,n3160.0"
448,3,глубокая страсть,deep passion,"a2020,n3161"
449,3,я заменяю старые батарейки,I replace old batteries,"l101,v3143,a1014,n1026.0"
450,3,я предпочитаю работать один,I prefer to work alone,"l101,v3159,x01v1109,v1109,a2087"
451,3,ты всегда тратишь впустую деньги,you always waste money,"l102,o1001,v3145,n1254"
452,3,вам нужно признать это,you need to admit it,"l107,v1158,x01v3147,v3147,l108"
453,3,Я люблю решать проблемы,I love to solve problems,"l101,v1031,x01v3146,v3146,n1290.0"
454,3,очень впечатляющая речь,very impressive speech,"l401,a3068,n2232"
455,3,худощавые ноги,skinny legs,"a3002,n2066.0"
456,3,У вас седые волосы,You have gray hair,"l107,v1064,a3004,n1199"
457,3,нахальная улыбка,cheeky smile,"a3005,n1068"
458,3,упёртый ребенок,stubborn child,"a3006,n2101"
459,3,они ведут себя как дети,they behave like children,"l106,v3190,l1401,n1116"
460,3,налей кофе,pour coffee,"v3149,n1245"
461,3,пришельцы могут существовать,aliens can exist,"n3077.0,v1163,v3196"
462,3,я хочу сварить яйца,I want to boil eggs,"l101,v1032,x01v3151,v3151,n2120.0"
463,3,им нужно улучшить навыки,they need to improve skills,"l106,v1158,x01v3181,v3181,n2223.0"
464,3,не всегда,not always,"l202,o1001"
465,3,не сейчас,not now,"l202,o1002"
466,3,"Пожалуйста, убери книги!",Please remove books!,"o1016,v3154,n1045.0"
467,3,Собаки всегда лают,Dogs always bark,"n1127.0,o1001,v3227"
468,3,люди загрязняют океаны,people pollute oceans,"n1202,v3156,n1002.0"
469,3,мне нужно стать успешным,I need to become successful,"l101,v1158,x01v2014,v2014,a3090"
470,3,Договаривайся!,Negotiate!,v3229
